Year,Suburb,Buy Price
2014,MITCHAM,730000
2015,MITCHAM,888000
2016,MITCHAM,930000
2017,MITCHAM,1068500
2007,MITCHELL PARK,191000
2008,MITCHELL PARK,228000
2009,MITCHELL PARK,229000
2010,MITCHELL PARK,257000
2011,MITCHELL PARK,247500
2012,MITCHELL PARK,270000
2013,MITCHELL PARK,267000
2014,MITCHELL PARK,254500
2015,MITCHELL PARK,260000
2016,MITCHELL PARK,259000
2017,MITCHELL PARK,260500
2007,MOE,130000
2008,MOE,126000
2009,MOE,135000
2010,MOE,150000
2011,MOE,165000
2012,MOE,165000
2013,MOE,155000
2014,MOE,170000
2015,MOE,162500
2016,MOE,173000
2017,MOE,175000
2007,MOGGS CREEK,680000
2008,MOGGS CREEK,925000
2009,MOGGS CREEK,607500
2010,MOGGS CREEK,636000
2011,MOGGS CREEK,580000
2012,MOGGS CREEK,650000
2013,MOGGS CREEK,690000
2014,MOGGS CREEK,690000
2015,MOGGS CREEK,670000
2016,MOGGS CREEK,768000
2017,MOGGS CREEK,900000
2007,MONBULK,303000
2008,MONBULK,316000
2009,MONBULK,325500
2010,MONBULK,420000
2011,MONBULK,392500
2012,MONBULK,380000
2013,MONBULK,395000
2014,MONBULK,425000
2015,MONBULK,471500
2016,MONBULK,521500
2017,MONBULK,608000
2007,MONT ALBERT,955000
2008,MONT ALBERT,1105000
2009,MONT ALBERT,1073500
2010,MONT ALBERT,1310000
2011,MONT ALBERT,1310000
2012,MONT ALBERT,1177500
2013,MONT ALBERT,1316000
2014,MONT ALBERT,1490000
2015,MONT ALBERT,1860000
2016,MONT ALBERT,1941000
2017,MONT ALBERT,2100000
2007,MONT ALBERT NORTH,725000
2008,MONT ALBERT NORTH,680000
2009,MONT ALBERT NORTH,792000
2010,MONT ALBERT NORTH,965000
2011,MONT ALBERT NORTH,850500
2012,MONT ALBERT NORTH,780000
2013,MONT ALBERT NORTH,995000
2014,MONT ALBERT NORTH,1100000
2015,MONT ALBERT NORTH,1380000
2016,MONT ALBERT NORTH,1480000
2017,MONT ALBERT NORTH,1555000
2007,MONTMORENCY,415500
2008,MONTMORENCY,432000
2009,MONTMORENCY,474000
2010,MONTMORENCY,580000
2011,MONTMORENCY,562500
2012,MONTMORENCY,560000
2013,MONTMORENCY,570500
2014,MONTMORENCY,614000
2015,MONTMORENCY,732000
2016,MONTMORENCY,783000
2017,MONTMORENCY,881000
2007,MONTROSE,330000
2008,MONTROSE,360000
2009,MONTROSE,387000
2010,MONTROSE,440000
2011,MONTROSE,435000
2012,MONTROSE,426000
2013,MONTROSE,445000
2014,MONTROSE,476500
2015,MONTROSE,559000
2016,MONTROSE,625000
2017,MONTROSE,700500
2007,MOONEE PONDS,620000
2008,MOONEE PONDS,655000
2009,MOONEE PONDS,682000
2010,MOONEE PONDS,852500
2011,MOONEE PONDS,780500
2012,MOONEE PONDS,775000
2013,MOONEE PONDS,830500
2014,MOONEE PONDS,920000
2015,MOONEE PONDS,1012000
2016,MOONEE PONDS,1111000
2017,MOONEE PONDS,1310000
2007,MOORABBIN,520000
2008,MOORABBIN,535000
2009,MOORABBIN,588500
2010,MOORABBIN,710000
2011,MOORABBIN,657000
2012,MOORABBIN,631000
2013,MOORABBIN,682000
2014,MOORABBIN,768000
2015,MOORABBIN,855000
2016,MOORABBIN,978500
2017,MOORABBIN,1151500
2007,MOOROOLBARK,325000
2008,MOOROOLBARK,349000
2009,MOOROOLBARK,370000
2010,MOOROOLBARK,445000
2011,MOOROOLBARK,435000
2012,MOOROOLBARK,425000
2013,MOOROOLBARK,440000
2014,MOOROOLBARK,465000
2015,MOOROOLBARK,560000
2016,MOOROOLBARK,620000
2017,MOOROOLBARK,729000
2007,MOOROOPNA,202500
2008,MOOROOPNA,201500
2009,MOOROOPNA,205000
2010,MOOROOPNA,222000
2011,MOOROOPNA,215000
2012,MOOROOPNA,217500
2013,MOOROOPNA,207500
2014,MOOROOPNA,215000
2015,MOOROOPNA,230000
2016,MOOROOPNA,215500
2017,MOOROOPNA,225000
2007,MORDIALLOC,493500
2008,MORDIALLOC,540000
2009,MORDIALLOC,575000
2010,MORDIALLOC,650000
2011,MORDIALLOC,660000
2012,MORDIALLOC,640000
2013,MORDIALLOC,680000
2014,MORDIALLOC,755000
2015,MORDIALLOC,831000
2016,MORDIALLOC,945000
2017,MORDIALLOC,1150000
2007,MORNINGTON,370000
2008,MORNINGTON,410000
2009,MORNINGTON,427500
2010,MORNINGTON,512000
2011,MORNINGTON,525000
2012,MORNINGTON,501500
2013,MORNINGTON,525000
2014,MORNINGTON,558000
2015,MORNINGTON,641000
2016,MORNINGTON,740000
2017,MORNINGTON,798000
2007,MORTLAKE,135000
2008,MORTLAKE,156000
2009,MORTLAKE,153000
2010,MORTLAKE,150000
2011,MORTLAKE,146000
2012,MORTLAKE,152000
2013,MORTLAKE,129500
2014,MORTLAKE,152500
2015,MORTLAKE,120000
2016,MORTLAKE,152000
2017,MORTLAKE,175000
2007,MORWELL,127500
2008,MORWELL,135000
2009,MORWELL,140000
2010,MORWELL,153000
2011,MORWELL,158500
2012,MORWELL,150500
2013,MORWELL,160000
2014,MORWELL,150000
2015,MORWELL,152000
2016,MORWELL,153000
2017,MORWELL,170000
2007,MOUNT BEAUTY,180000
2008,MOUNT BEAUTY,190500
2009,MOUNT BEAUTY,180000
2010,MOUNT BEAUTY,195000
2011,MOUNT BEAUTY,173000
2012,MOUNT BEAUTY,140000
2013,MOUNT BEAUTY,180000
2014,MOUNT BEAUTY,200000
2015,MOUNT BEAUTY,189500
2016,MOUNT BEAUTY,183000
2017,MOUNT BEAUTY,258000
2007,MOUNT CLEAR,240000
2008,MOUNT CLEAR,227500
2009,MOUNT CLEAR,236000
2010,MOUNT CLEAR,265000
2011,MOUNT CLEAR,287000
2012,MOUNT CLEAR,305000
2013,MOUNT CLEAR,286000
2014,MOUNT CLEAR,288000
2015,MOUNT CLEAR,322000
2016,MOUNT CLEAR,345000
2017,MOUNT CLEAR,345000
2007,MOUNT DANDENONG,375500
2008,MOUNT DANDENONG,442500
2009,MOUNT DANDENONG,450000
2010,MOUNT DANDENONG,476000
2011,MOUNT DANDENONG,447500
2012,MOUNT DANDENONG,476500
2013,MOUNT DANDENONG,450000
2014,MOUNT DANDENONG,610000
2015,MOUNT DANDENONG,612500
2016,MOUNT DANDENONG,641000
2017,MOUNT DANDENONG,811000
2007,MOUNT DUNEED,-
2008,MOUNT DUNEED,-
2009,MOUNT DUNEED,-
2010,MOUNT DUNEED,267000
2011,MOUNT DUNEED,190000
2012,MOUNT DUNEED,480000
2013,MOUNT DUNEED,286000
2014,MOUNT DUNEED,532000
2015,MOUNT DUNEED,545000
2016,MOUNT DUNEED,425000
2017,MOUNT DUNEED,500000
2007,MOUNT ELIZA,550000
2008,MOUNT ELIZA,585000
2009,MOUNT ELIZA,625000
2010,MOUNT ELIZA,732000
2011,MOUNT ELIZA,725000
2012,MOUNT ELIZA,680000
2013,MOUNT ELIZA,750000
2014,MOUNT ELIZA,777500
2015,MOUNT ELIZA,832000
2016,MOUNT ELIZA,950000
2017,MOUNT ELIZA,1128000
2007,MOUNT EVELYN,297000
2008,MOUNT EVELYN,332000
2009,MOUNT EVELYN,340000
2010,MOUNT EVELYN,390500
2011,MOUNT EVELYN,400000
2012,MOUNT EVELYN,393000
2013,MOUNT EVELYN,406000
2014,MOUNT EVELYN,430000
2015,MOUNT EVELYN,493500
2016,MOUNT EVELYN,551000
2017,MOUNT EVELYN,640000
2007,MOUNT HELEN,266000
2008,MOUNT HELEN,280000
2009,MOUNT HELEN,307500
2010,MOUNT HELEN,311000
2011,MOUNT HELEN,355000
2012,MOUNT HELEN,325000
2013,MOUNT HELEN,344000
2014,MOUNT HELEN,368000
2015,MOUNT HELEN,355000
2016,MOUNT HELEN,355000
2017,MOUNT HELEN,376000
2007,MOUNT MACEDON,415000
2008,MOUNT MACEDON,424000
2009,MOUNT MACEDON,460000
2010,MOUNT MACEDON,520000
2011,MOUNT MACEDON,525000
2012,MOUNT MACEDON,543000
2013,MOUNT MACEDON,670000
2014,MOUNT MACEDON,600000
2015,MOUNT MACEDON,635000
2016,MOUNT MACEDON,750000
2017,MOUNT MACEDON,715000
2007,MOUNT MARTHA,500500
2008,MOUNT MARTHA,560000
2009,MOUNT MARTHA,605000
2010,MOUNT MARTHA,705500
2011,MOUNT MARTHA,690000
2012,MOUNT MARTHA,715500
2013,MOUNT MARTHA,727500
2014,MOUNT MARTHA,740000
2015,MOUNT MARTHA,785000
2016,MOUNT MARTHA,965000
2017,MOUNT MARTHA,1050000
2007,MOUNT PLEASANT,179000
2008,MOUNT PLEASANT,212500
2009,MOUNT PLEASANT,211000
2010,MOUNT PLEASANT,239000
2011,MOUNT PLEASANT,248500
2012,MOUNT PLEASANT,259000
2013,MOUNT PLEASANT,276500
2014,MOUNT PLEASANT,269500
2015,MOUNT PLEASANT,293500
2016,MOUNT PLEASANT,297500
2017,MOUNT PLEASANT,293000
2007,MOUNT WAVERLEY,603500
2008,MOUNT WAVERLEY,651000
2009,MOUNT WAVERLEY,691500
2010,MOUNT WAVERLEY,806000
2011,MOUNT WAVERLEY,745000
2012,MOUNT WAVERLEY,733500
2013,MOUNT WAVERLEY,820000
2014,MOUNT WAVERLEY,950000
2015,MOUNT WAVERLEY,1268000
2016,MOUNT WAVERLEY,1265000
2017,MOUNT WAVERLEY,1408000
2007,MULGRAVE,421500
2008,MULGRAVE,456000
2009,MULGRAVE,478500
2010,MULGRAVE,550000
2011,MULGRAVE,531000
2012,MULGRAVE,532000
2013,MULGRAVE,577500
2014,MULGRAVE,627000
2015,MULGRAVE,765500
2016,MULGRAVE,788500
2017,MULGRAVE,900000
2007,MURCHISON,160000
2008,MURCHISON,180000
2009,MURCHISON,166500
2010,MURCHISON,177500
2011,MURCHISON,165000
2012,MURCHISON,183000
2013,MURCHISON,186000
2014,MURCHISON,155000
2015,MURCHISON,165000
2016,MURCHISON,187000
2017,MURCHISON,254500
2007,MURRUMBEENA,645500
2008,MURRUMBEENA,713000
2009,MURRUMBEENA,755500
2010,MURRUMBEENA,835000
2011,MURRUMBEENA,822000
2012,MURRUMBEENA,785000
2013,MURRUMBEENA,870000
2014,MURRUMBEENA,982500
2015,MURRUMBEENA,1204000
2016,MURRUMBEENA,1283500
2017,MURRUMBEENA,1420000
2007,MURTOA,77000
2008,MURTOA,83000
2009,MURTOA,92500
2010,MURTOA,85000
2011,MURTOA,133000
2012,MURTOA,108500
2013,MURTOA,95000
2014,MURTOA,110000
2015,MURTOA,91000
2016,MURTOA,97500
2017,MURTOA,115000
2007,MYRTLEFORD,231500
2008,MYRTLEFORD,192000
2009,MYRTLEFORD,190000
2010,MYRTLEFORD,174500
2011,MYRTLEFORD,219000
2012,MYRTLEFORD,220000
2013,MYRTLEFORD,220000
2014,MYRTLEFORD,245000
2015,MYRTLEFORD,242000
2016,MYRTLEFORD,268000
2017,MYRTLEFORD,265000
2007,NAGAMBIE,225500
2008,NAGAMBIE,222500
2009,NAGAMBIE,210000
2010,NAGAMBIE,351500
2011,NAGAMBIE,248000
2012,NAGAMBIE,255000
2013,NAGAMBIE,312500
2014,NAGAMBIE,378000
2015,NAGAMBIE,360500
2016,NAGAMBIE,328500
2017,NAGAMBIE,335000
2007,NAR NAR GOON,247500
2008,NAR NAR GOON,317500
2009,NAR NAR GOON,325000
2010,NAR NAR GOON,382500
2011,NAR NAR GOON,350000
2012,NAR NAR GOON,395500
2013,NAR NAR GOON,350000
2014,NAR NAR GOON,395500
2015,NAR NAR GOON,550000
2016,NAR NAR GOON,450000
2017,NAR NAR GOON,470000
2007,NARRE WARREN,272000
2008,NARRE WARREN,300000
2009,NARRE WARREN,321500
2010,NARRE WARREN,369000
2011,NARRE WARREN,363000
2012,NARRE WARREN,356000
2013,NARRE WARREN,370000
2014,NARRE WARREN,386000
2015,NARRE WARREN,430000
2016,NARRE WARREN,486500
2017,NARRE WARREN,600000
2007,NARRE WARREN NORTH,475500
2008,NARRE WARREN NORTH,550000
2009,NARRE WARREN NORTH,654500
2010,NARRE WARREN NORTH,710000
2011,NARRE WARREN NORTH,730000
2012,NARRE WARREN NORTH,660000
2013,NARRE WARREN NORTH,686000
2014,NARRE WARREN NORTH,825000
2015,NARRE WARREN NORTH,782500
2016,NARRE WARREN NORTH,902500
2017,NARRE WARREN NORTH,1115000
2007,NARRE WARREN SOUTH,310000
2008,NARRE WARREN SOUTH,335000
2009,NARRE WARREN SOUTH,360500
2010,NARRE WARREN SOUTH,405000
2011,NARRE WARREN SOUTH,405000
2012,NARRE WARREN SOUTH,405000
2013,NARRE WARREN SOUTH,410000
2014,NARRE WARREN SOUTH,440000
2015,NARRE WARREN SOUTH,480000
2016,NARRE WARREN SOUTH,531000
2017,NARRE WARREN SOUTH,621000
2007,NATHALIA,160000
2008,NATHALIA,145500
2009,NATHALIA,165000
2010,NATHALIA,155000
2011,NATHALIA,150000
2012,NATHALIA,205000
2013,NATHALIA,165000
2014,NATHALIA,190500
2015,NATHALIA,178000
2016,NATHALIA,185000
2017,NATHALIA,227000
2007,NATIMUK,96000
2008,NATIMUK,105000
2009,NATIMUK,128500
2010,NATIMUK,120000
2011,NATIMUK,142500
2012,NATIMUK,116000
2013,NATIMUK,166000
2014,NATIMUK,145000
2015,NATIMUK,161000
2016,NATIMUK,165500
2017,NATIMUK,250000
2007,NEERIM SOUTH,201500
2008,NEERIM SOUTH,250000
2009,NEERIM SOUTH,262500
2010,NEERIM SOUTH,240000
2011,NEERIM SOUTH,275000
2012,NEERIM SOUTH,265000
2013,NEERIM SOUTH,340000
2014,NEERIM SOUTH,336500
2015,NEERIM SOUTH,280000
2016,NEERIM SOUTH,330000
2017,NEERIM SOUTH,314000
2007,NERRINA,233000
2008,NERRINA,400000
2009,NERRINA,300000
2010,NERRINA,381000
2011,NERRINA,387000
2012,NERRINA,467500
2013,NERRINA,455000
2014,NERRINA,482500
2015,NERRINA,522500
2016,NERRINA,517500
2017,NERRINA,585000
2007,NEW GISBORNE,357000
2008,NEW GISBORNE,347000
2009,NEW GISBORNE,369000
2010,NEW GISBORNE,465000
2011,NEW GISBORNE,492000
2012,NEW GISBORNE,475000
2013,NEW GISBORNE,500000
2014,NEW GISBORNE,515000
2015,NEW GISBORNE,498000
2016,NEW GISBORNE,545000
2017,NEW GISBORNE,626500
2007,NEWBOROUGH,160500
2008,NEWBOROUGH,170000
2009,NEWBOROUGH,173000
2010,NEWBOROUGH,192500
2011,NEWBOROUGH,186000
2012,NEWBOROUGH,213500
2013,NEWBOROUGH,213000
2014,NEWBOROUGH,215000
2015,NEWBOROUGH,220000
2016,NEWBOROUGH,224500
2017,NEWBOROUGH,220000
2007,NEWCOMB,213000
2008,NEWCOMB,210000
2009,NEWCOMB,229000
2010,NEWCOMB,280000
2011,NEWCOMB,275000
2012,NEWCOMB,275000
2013,NEWCOMB,280000
2014,NEWCOMB,292000
2015,NEWCOMB,290500
2016,NEWCOMB,310000
2017,NEWCOMB,371000
2007,NEWHAVEN,420000
2008,NEWHAVEN,425000
2009,NEWHAVEN,270000
2010,NEWHAVEN,450000
2011,NEWHAVEN,430000
2012,NEWHAVEN,360000
2013,NEWHAVEN,442500
2014,NEWHAVEN,422500
2015,NEWHAVEN,480000
2016,NEWHAVEN,457500
2017,NEWHAVEN,447500
2007,NEWINGTON,257500
2008,NEWINGTON,236000
2009,NEWINGTON,253500
2010,NEWINGTON,290500
2011,NEWINGTON,290000
2012,NEWINGTON,300000
2013,NEWINGTON,320000
2014,NEWINGTON,346500
2015,NEWINGTON,345000
2016,NEWINGTON,372500
2017,NEWINGTON,422500
2007,NEWLANDS ARM,263500
2008,NEWLANDS ARM,226500
2009,NEWLANDS ARM,280000
2010,NEWLANDS ARM,300000
2011,NEWLANDS ARM,332000
2012,NEWLANDS ARM,325000
2013,NEWLANDS ARM,320000
2014,NEWLANDS ARM,302000
2015,NEWLANDS ARM,332500
2016,NEWLANDS ARM,380000
2017,NEWLANDS ARM,365000
2007,NEWPORT,510000
2008,NEWPORT,521000
2009,NEWPORT,560000
2010,NEWPORT,655000
2011,NEWPORT,680000
2012,NEWPORT,630000
2013,NEWPORT,695000
2014,NEWPORT,740000
2015,NEWPORT,825000
2016,NEWPORT,950000
2017,NEWPORT,1072500
2007,NEWSTEAD,192500
2008,NEWSTEAD,195000
2009,NEWSTEAD,197500
2010,NEWSTEAD,237500
2011,NEWSTEAD,243000
2012,NEWSTEAD,252000
2013,NEWSTEAD,300000
2014,NEWSTEAD,297500
2015,NEWSTEAD,365000
2016,NEWSTEAD,362000
2017,NEWSTEAD,420000
2007,NEWTOWN (GREATER GEELONG),405000
2008,NEWTOWN (GREATER GEELONG),412500
2009,NEWTOWN (GREATER GEELONG),421000
2010,NEWTOWN (GREATER GEELONG),559500
2011,NEWTOWN (GREATER GEELONG),533000
2012,NEWTOWN (GREATER GEELONG),527500
2013,NEWTOWN (GREATER GEELONG),570000
2014,NEWTOWN (GREATER GEELONG),620000
2015,NEWTOWN (GREATER GEELONG),642500
2016,NEWTOWN (GREATER GEELONG),712500
2017,NEWTOWN (GREATER GEELONG),780000
2007,NHILL,84000
2008,NHILL,109000
2009,NHILL,124000
2010,NHILL,101500
2011,NHILL,107000
2012,NHILL,110000
2013,NHILL,110000
2014,NHILL,125000
2015,NHILL,128000
2016,NHILL,140000
2017,NHILL,126500
2007,NICHOLS POINT,295000
2008,NICHOLS POINT,290000
2009,NICHOLS POINT,310000
2010,NICHOLS POINT,217500
2011,NICHOLS POINT,311500
2012,NICHOLS POINT,235000
2013,NICHOLS POINT,316500
2014,NICHOLS POINT,280000
2015,NICHOLS POINT,370000
2016,NICHOLS POINT,396000
2017,NICHOLS POINT,346000
2007,NIDDRIE,470000
2008,NIDDRIE,568500
2009,NIDDRIE,595000
2010,NIDDRIE,730000
2011,NIDDRIE,742500
2012,NIDDRIE,666000
2013,NIDDRIE,700000
2014,NIDDRIE,747500
2015,NIDDRIE,835000
2016,NIDDRIE,910000
2017,NIDDRIE,1057500
2007,NOBLE PARK,280000
2008,NOBLE PARK,317000
2009,NOBLE PARK,350000
2010,NOBLE PARK,416500
2011,NOBLE PARK,410000
2012,NOBLE PARK,382000
2013,NOBLE PARK,400000
2014,NOBLE PARK,440000
2015,NOBLE PARK,512500
2016,NOBLE PARK,609000
2017,NOBLE PARK,690000
2007,NOBLE PARK NORTH,280000
2008,NOBLE PARK NORTH,314500
2009,NOBLE PARK NORTH,350000
2010,NOBLE PARK NORTH,415000
2011,NOBLE PARK NORTH,395000
2012,NOBLE PARK NORTH,370000
2013,NOBLE PARK NORTH,383000
2014,NOBLE PARK NORTH,420000
2015,NOBLE PARK NORTH,491500
2016,NOBLE PARK NORTH,563000
2017,NOBLE PARK NORTH,640000
2007,NORLANE,147000
2008,NORLANE,151500
2009,NORLANE,160000
2010,NORLANE,190500
2011,NORLANE,203000
2012,NORLANE,206500
2013,NORLANE,202500
2014,NORLANE,215000
2015,NORLANE,216500
2016,NORLANE,236500
2017,NORLANE,290000
2007,NORTH BENDIGO,194000
2008,NORTH BENDIGO,185000
2009,NORTH BENDIGO,206000
2010,NORTH BENDIGO,218000
2011,NORTH BENDIGO,230000
2012,NORTH BENDIGO,267000
2013,NORTH BENDIGO,271000
2014,NORTH BENDIGO,280000
2015,NORTH BENDIGO,286000
2016,NORTH BENDIGO,278000
2017,NORTH BENDIGO,305500
2007,NORTH GEELONG,235000
2008,NORTH GEELONG,235500
2009,NORTH GEELONG,250000
2010,NORTH GEELONG,308000
2011,NORTH GEELONG,292500
2012,NORTH GEELONG,289000
2013,NORTH GEELONG,279500
2014,NORTH GEELONG,302000
2015,NORTH GEELONG,337500
2016,NORTH GEELONG,338500
2017,NORTH GEELONG,422000
2007,NORTH MELBOURNE,610000
2008,NORTH MELBOURNE,612500
2009,NORTH MELBOURNE,610000
2010,NORTH MELBOURNE,805000
2011,NORTH MELBOURNE,750000
2012,NORTH MELBOURNE,775000
2013,NORTH MELBOURNE,794500
2014,NORTH MELBOURNE,830000
2015,NORTH MELBOURNE,926000
2016,NORTH MELBOURNE,1200000
2017,NORTH MELBOURNE,1406000
2007,NORTH SHORE,220000
2008,NORTH SHORE,250000
2009,NORTH SHORE,290000
2010,NORTH SHORE,375000
2011,NORTH SHORE,357500
2012,NORTH SHORE,287500
2013,NORTH SHORE,354000
2014,NORTH SHORE,403500
2015,NORTH SHORE,561000
2016,NORTH SHORE,533000
2017,NORTH SHORE,511000
2007,NORTH WONTHAGGI,222500
2008,NORTH WONTHAGGI,245000
2009,NORTH WONTHAGGI,262500
2010,NORTH WONTHAGGI,285000
2011,NORTH WONTHAGGI,287000
2012,NORTH WONTHAGGI,257000
2013,NORTH WONTHAGGI,230000
2014,NORTH WONTHAGGI,268000
2015,NORTH WONTHAGGI,276500
2016,NORTH WONTHAGGI,259000
2017,NORTH WONTHAGGI,294000
2007,NORTHCOTE,590000
2008,NORTHCOTE,624000
2009,NORTHCOTE,669000
2010,NORTHCOTE,821000
2011,NORTHCOTE,780000
2012,NORTHCOTE,785500
2013,NORTHCOTE,818000
2014,NORTHCOTE,935000
2015,NORTHCOTE,1008500
2016,NORTHCOTE,1170000
2017,NORTHCOTE,1327000
2007,NOTTING HILL,427000
2008,NOTTING HILL,454000
2009,NOTTING HILL,485000
2010,NOTTING HILL,563000
2011,NOTTING HILL,521000
2012,NOTTING HILL,547000
2013,NOTTING HILL,565000
2014,NOTTING HILL,660000
2015,NOTTING HILL,780000
2016,NOTTING HILL,872500
2017,NOTTING HILL,985000
2007,NUMURKAH,187500
2008,NUMURKAH,181000
2009,NUMURKAH,171500
2010,NUMURKAH,178000
2011,NUMURKAH,191500
2012,NUMURKAH,200500
2013,NUMURKAH,195000
2014,NUMURKAH,215000
2015,NUMURKAH,219000
2016,NUMURKAH,195000
2017,NUMURKAH,219000
2007,NUNAWADING,457500
2008,NUNAWADING,470000
2009,NUNAWADING,513000
2010,NUNAWADING,641000
2011,NUNAWADING,585000
2012,NUNAWADING,593000
2013,NUNAWADING,635000
2014,NUNAWADING,721500
2015,NUNAWADING,880000
2016,NUNAWADING,970000
2017,NUNAWADING,1090000
2007,NYAH,120500
2008,NYAH,141000
2009,NYAH,165000
2010,NYAH,80000
2011,NYAH,56000
2012,NYAH,167500
2013,NYAH,135000
2014,NYAH,157500
2015,NYAH,160000
2016,NYAH,157000
2017,NYAH,175000
2007,NYAH WEST,105500
2008,NYAH WEST,77000
2009,NYAH WEST,89000
2010,NYAH WEST,97500
2011,NYAH WEST,70000
2012,NYAH WEST,116500
2013,NYAH WEST,94000
2014,NYAH WEST,107500
2015,NYAH WEST,146500
2016,NYAH WEST,130000
2017,NYAH WEST,133500
2007,NYORA,207500
2008,NYORA,195000
2009,NYORA,182500
2010,NYORA,237500
2011,NYORA,215000
2012,NYORA,225000
2013,NYORA,222500
2014,NYORA,265000
2015,NYORA,245000
2016,NYORA,300000
2017,NYORA,260000
2007,OAK PARK,431000
2008,OAK PARK,470000
2009,OAK PARK,505000
2010,OAK PARK,641000
2011,OAK PARK,590000
2012,OAK PARK,540000
2013,OAK PARK,576500
2014,OAK PARK,626000
2015,OAK PARK,650000
2016,OAK PARK,805000
2017,OAK PARK,876500
2007,OAKLEIGH,557500
2008,OAKLEIGH,567000
2009,OAKLEIGH,619000
2010,OAKLEIGH,741000
2011,OAKLEIGH,700000
2012,OAKLEIGH,645000
2013,OAKLEIGH,753500
2014,OAKLEIGH,801500
2015,OAKLEIGH,1002000
2016,OAKLEIGH,1063000
2017,OAKLEIGH,1210000
2007,OAKLEIGH EAST,498000
2008,OAKLEIGH EAST,514500
2009,OAKLEIGH EAST,552000
2010,OAKLEIGH EAST,676500
2011,OAKLEIGH EAST,640000
2012,OAKLEIGH EAST,610000
2013,OAKLEIGH EAST,656000
2014,OAKLEIGH EAST,820000
2015,OAKLEIGH EAST,970000
2016,OAKLEIGH EAST,1000000
2017,OAKLEIGH EAST,1195000
2007,OAKLEIGH SOUTH,474000
2008,OAKLEIGH SOUTH,485000
2009,OAKLEIGH SOUTH,533500
2010,OAKLEIGH SOUTH,630000
2011,OAKLEIGH SOUTH,615000
2012,OAKLEIGH SOUTH,590000
2013,OAKLEIGH SOUTH,603000
2014,OAKLEIGH SOUTH,700000
2015,OAKLEIGH SOUTH,828000
2016,OAKLEIGH SOUTH,897500
2017,OAKLEIGH SOUTH,1035000
2007,OCEAN GROVE,352000
2008,OCEAN GROVE,395000
2009,OCEAN GROVE,385000
2010,OCEAN GROVE,427500
2011,OCEAN GROVE,479000
2012,OCEAN GROVE,465000
2013,OCEAN GROVE,459000
2014,OCEAN GROVE,515000
2015,OCEAN GROVE,518000
2016,OCEAN GROVE,555000
2017,OCEAN GROVE,630000
2007,OFFICER,400000
2008,OFFICER,127000
2009,OFFICER,340000
2010,OFFICER,385000
2011,OFFICER,396000
2012,OFFICER,429000
2013,OFFICER,342000
2014,OFFICER,339000
2015,OFFICER,375000
2016,OFFICER,441500
2017,OFFICER,512500
2007,OLINDA,342000
2008,OLINDA,360000
2009,OLINDA,378500
2010,OLINDA,452500
2011,OLINDA,520000
2012,OLINDA,445000
2013,OLINDA,496000
2014,OLINDA,520000
2015,OLINDA,553500
2016,OLINDA,620000
2017,OLINDA,690000
2007,ORBOST,140000
2008,ORBOST,165000
2009,ORBOST,155000
2010,ORBOST,181000
2011,ORBOST,151500
2012,ORBOST,150000
2013,ORBOST,156000
2014,ORBOST,150000
2015,ORBOST,145000
2016,ORBOST,162500
2017,ORBOST,159000
2007,ORMOND,830000
2008,ORMOND,791000
2009,ORMOND,808000
2010,ORMOND,970000
2011,ORMOND,912500
2012,ORMOND,857500
2013,ORMOND,997500
2014,ORMOND,1187500
2015,ORMOND,1300000
2016,ORMOND,1550000
2017,ORMOND,1604500
2007,OSBORNE,361000
2008,OSBORNE,387500
2009,OSBORNE,425000
2010,OSBORNE,469000
2011,OSBORNE,488500
2012,OSBORNE,507500
2013,OSBORNE,530000
2014,OSBORNE,541000
2015,OSBORNE,580000
2016,OSBORNE,640000
2017,OSBORNE,750000
2007,OUYEN,82500
2008,OUYEN,97500
2009,OUYEN,110000
2010,OUYEN,103000
2011,OUYEN,110000
2012,OUYEN,116500
2013,OUYEN,75000
2014,OUYEN,77500
2015,OUYEN,105500
2016,OUYEN,130000
2017,OUYEN,130000
2007,PAKENHAM,260000
2008,PAKENHAM,275000
2009,PAKENHAM,305000
2010,PAKENHAM,335000
2011,PAKENHAM,340000
2012,PAKENHAM,335000
2013,PAKENHAM,335000
2014,PAKENHAM,350000
2015,PAKENHAM,367000
2016,PAKENHAM,400000
2017,PAKENHAM,480000
2007,PARADISE BEACH,132500
2008,PARADISE BEACH,134000
2009,PARADISE BEACH,170000
2010,PARADISE BEACH,152500
2011,PARADISE BEACH,159500
2012,PARADISE BEACH,212500
2013,PARADISE BEACH,163500
2014,PARADISE BEACH,178000
2015,PARADISE BEACH,188500
2016,PARADISE BEACH,200000
2017,PARADISE BEACH,180000
2007,PARK ORCHARDS,703500
2008,PARK ORCHARDS,781000
2009,PARK ORCHARDS,814000
2010,PARK ORCHARDS,945000
2011,PARK ORCHARDS,942500
2012,PARK ORCHARDS,953000
2013,PARK ORCHARDS,952500
2014,PARK ORCHARDS,1103000
2015,PARK ORCHARDS,1225000
2016,PARK ORCHARDS,1335000
2017,PARK ORCHARDS,1437500
2007,PARKDALE,630000
2008,PARKDALE,617500
2009,PARKDALE,625000
2010,PARKDALE,755000
2011,PARKDALE,756000
2012,PARKDALE,678500
2013,PARKDALE,758000
2014,PARKDALE,857000
2015,PARKDALE,962500
2016,PARKDALE,1100000
2017,PARKDALE,1300000
2007,PARKVILLE,850000
